2016 presidents running		31	2016 presidents running	2016 presidents running	1038		3		CandidateGeneral
2016 primaries date	[election.primary]	31	2016 primaries date	2016 primaries date	1039	election.primary:primaries	3	election.primary=C0	CandidateList
2016 rep pres candidates		31	2016 rep pres candidates	2016 rep pres candidates	1040		3		CandidateList
2016 republican candidates issues comparison chart	republican	31	2016 republican candidates issues comparison chart	2016 republican candidates issues comparison chart	1041	election.party:republican	3	election.party=E0	CandidateCompare
2016 republican candidates military service	republican	31	2016 republican candidates military service	2016 republican candidates military service	1042	election.party:republican	3	election.party=E0	CandidateList
2016 republican candidates president	republican	31	2016 republican candidates president	2016 republican candidates president	1043	election.party:republican	3	election.party=E0	CandidateList
2016 republican contenders	republican	31	2016 republican contenders	2016 republican contenders	1044	election.party:republican	3	election.party=E0	CandidateList
2016 republican pres candidates	republican	31	2016 republican pres candidates	2016 republican pres candidates	1045	election.party:republican	3	election.party=E0	CandidateList
2016 republican president candidates	republican	31	2016 republican president candidates	2016 republican president candidates	1046	election.party:republican	3	election.party=E0	CandidateList
2016 republican running for president	republican	31	2016 republican running for president	2016 republican running for president	1047	election.party:republican	3	election.party=E0	CandidateList
2016 runners for president		31	2016 runners for president	2016 runners for president	1048		3		CandidateList
2016 top republican candidates	republican top	31	2016 top republican candidates	2016 top republican candidates	1049	StayWords:top|||election.party:republican	3	StayWords=E0;election.party=E1	CandidateList
2016 us presidential candidates list	[election.national]	31	2016 us presidential candidates list	2016 us presidential candidates list	1050	election.national:us	3	election.national=E0	CandidateList
2016 us presidential election republican	republican	31	2016 us presidential election republican	2016 us presidential election republican	1051	election.party:republican	3	election.party=E0	ElectionGeneral
2106 republican presidential candidates	republican	31	2106 republican presidential candidates	2106 republican presidential candidates	1052	election.party:republican	3	election.party=E0	CandidateList
about the 2016 presidential candidates		31	about the 2016 presidential candidates	about the 2016 presidential candidates	1053		3		CandidateList
about the republican candidates	republican	31	about the republican candidates	about the republican candidates	1054	election.party:republican	3	election.party=E0	CandidateList
all 2016 republican candidates	republican	31	all 2016 republican candidates	all 2016 republican candidates	1055	election.party:republican	3	election.party=E0	CandidateList
all presidential candidates 2016		31	all presidential candidates 2016	all presidential candidates 2016	1056		3		CandidateList
american presidential candidates	[election.national]	31	american presidential candidates	american presidential candidates	1057	election.national:american	3	election.national=E0	CandidateList
arly fiorina	carly fiorina	31	arly fiorina	arly fiorina	1058	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
background of marco rubio	[election.infoword] marco rubio	31	background of marco rubio	background of marco rubio	1059	election.infoword:background|||election.candidate.highconf:marco rubio	3	election.candidate.highconf=E0	Candidate
ben carson	ben carson	31	ben carson	ben carson	1060	election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	CandidateGeneral
ben carson 2015 schedule	ben carson	31	ben carson 2015 schedule	ben carson 2015 schedule	1061	election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	ElectionSchedule
ben carson and muslim president	and ben carson	31	ben carson and muslim president	ben carson and muslim president	1062	election.candidate:ben carson|||StayWords:and	3	StayWords=E0	Candidate
ben carson announces run for president	ben carson	31	ben carson announces run for president	ben carson announces run for president	1063	election.candidate:ben carson	3		CandidateGeneral
ben carson background information	[election.infoword] ben carson	31	ben carson background information	ben carson background information	1064	election.candidate.highconf:ben carson|||election.infoword:background information	3	election.candidate.highconf=E0	Candidate
ben carson biography religion	[election.candidatehistory] ben carson religion	31	ben carson biography religion	ben carson biography religion	1065	election.candidate.highconf:ben carson|||election.candidatehistory:biography|||I.NPE.Religion:religion	3	election.candidate.highconf=E0	CandidateBio
ben carson campaign manager	[election.Campaign.Manager] [election.campaign] ben carson	31	ben carson campaign manager	ben carson campaign manager	1066	election.candidate.highconf:ben carson|||election.campaign:campaign|||election.Campaign.Manager:manager	3	election.candidate.highconf=E0;election.campaign=C0	CandidateCampain
ben carson campaign store	[election.Campaign.Store] [election.campaign] ben carson	31	ben carson campaign store	ben carson campaign store	1067	election.candidate.highconf:ben carson|||election.campaign:campaign|||election.Campaign.Store:store	3	election.candidate.highconf=E0;election.campaign=C0	CandidateCampain
ben carson childhood biography	[election.candidatehistory] [election.candidatehistory] ben carson	31	ben carson childhood biography	ben carson childhood biography	1068	election.candidate.highconf:ben carson|||election.candidatehistory:childhood|||election.candidatehistory:biography	3	election.candidate.highconf=E0	CandidateBio
ben carson gun control stance	ben carson gun control	31	ben carson gun control stance	ben carson gun control stance	1069	election.candidate:ben carson|||election.bpiissue:gun control	3		CandidateView
ben carson lgbt	ben carson	31	ben carson lgbt	ben carson lgbt	1070	election.candidate:ben carson	3		Candidate
ben carson on abortion	abortion ben carson	31	ben carson on abortion	ben carson on abortion	1071	election.candidate:ben carson|||election.bpiissue:on abortion	3		CandidateView
ben carson on gun	ben carson gun	31	ben carson on gun	ben carson on gun	1072	election.candidate:ben carson|||election.bpiissue:on gun	3		CandidateView
ben carson on illegal immigration	ben carson immigration	31	ben carson on illegal immigration	ben carson on illegal immigration	1073	election.candidate:ben carson|||election.bpiissue:on immigration	3		CandidateView
ben carson political position	ben carson	31	ben carson political position	ben carson political position	1074	election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	CandidateView
ben carson position on immigration	ben carson immigration	31	ben carson position on immigration	ben carson position on immigration	1075	election.candidate:ben carson|||election.bpiissue:on immigration	3		CandidateView
ben carson president 2016	ben carson	31	ben carson president 2016	ben carson president 2016	1076	election.candidate:ben carson	3		Candidate
ben carson s biography	[election.candidatehistory] ben carson	31	ben carson s biography	ben carson s biography	1077	election.candidate.highconf:ben carson|||election.candidatehistory:biography	3	election.candidate.highconf=E0	CandidateBio
ben carson s political views	ben carson	31	ben carson s political views	ben carson s political views	1078	election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	CandidateView
ben carson s views on immigration	ben carson immigration	31	ben carson s views on immigration	ben carson s views on immigration	1079	election.candidate:ben carson|||election.bpiissue:immigration	3		CandidateView
ben carson stand on gun control	ben carson gun control	31	ben carson stand on gun control	ben carson stand on gun control	1080	election.candidate:ben carson|||election.bpiissue:gun control	3		CandidateView
ben carson views on education	ben carson education	31	ben carson views on education	ben carson views on education	1081	election.candidate:ben carson|||election.bpiissue:education	3		CandidateView
ben carsons view on abortion	abortion ben carson	31	ben carsons view on abortion	ben carsons view on abortion	1082	election.candidate:ben carson|||election.bpiissue:on abortion	3		CandidateView
ben neurosurgeon	ben carson	31	ben neurosurgeon	ben neurosurgeon	1083	election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	Candidate
bencarson campaign	ben carson	31	bencarson campaign	bencarson campaign	1084	election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	CandidateCampain
benjamin solomon carson	ben carson	31	benjamin solomon carson	benjamin solomon carson	1085	election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	Candidate
berbie sanders	bernie sanders	31	berbie sanders	berbie sanders	1086	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateGeneral
bernard bernie sanders	[election.candidate.highconf]	31	bernard bernie sanders	bernard bernie sanders	1087		3		CandidateGeneral
bernard sanders	bernie sanders	31	bernard sanders	bernard sanders	1088	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateGeneral
bernie anders	bernie sanders	31	bernie anders	bernie anders	1089	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateGeneral
bernie campaign	[election.campaign]	31	bernie campaign	bernie campaign	1090	election.campaign:campaign	3	election.campaign=C0	CandidateCampain
bernie sand	bernie sanders	31	bernie sand	bernie sand	1091	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateGeneral
bernie sanders	bernie sanders	31	bernie sanders	bernie sanders	1092	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateGeneral
bernie sanders and public education	bernie sanders public education	31	bernie sanders and public education	bernie sanders and public education	1093	election.candidate:bernie sanders|||election.bpiissue:public education	3		CandidateView
bernie sanders campaign contributions	[election.Campaign.Fund] [election.campaign] bernie sanders	31	bernie sanders campaign contributions	bernie sanders campaign contributions	1094	election.candidate.highconf:bernie sanders|||election.campaign:campaign|||election.Campaign.Fund:contributions	3	election.candidate.highconf=E0;election.campaign=C0	CandidateCampain
bernie sanders campaign donations	[election.Campaign.Fund] [election.campaign] bernie sanders	31	bernie sanders campaign donations	bernie sanders campaign donations	1095	election.candidate.highconf:bernie sanders|||election.campaign:campaign|||election.Campaign.Fund:donations	3	election.candidate.highconf=E0;election.campaign=C0	CandidateCampain
bernie sanders campaign events	[election.campaign] bernie sanders	31	bernie sanders campaign events	bernie sanders campaign events	1096	election.candidate.highconf:bernie sanders|||election.campaign:campaign	3	election.candidate.highconf=E0;election.campaign=C0	CandidateCampain
bernie sanders campaign fund	[election.Campaign.Fund] [election.campaign] bernie sanders	31	bernie sanders campaign fund	bernie sanders campaign fund	1097	election.candidate.highconf:bernie sanders|||election.campaign:campaign|||election.Campaign.Fund:fund	3	election.candidate.highconf=E0;election.campaign=C0	CandidateCampain
bernie sanders campaign funding	[election.Campaign.Fund] [election.campaign] bernie sanders	31	bernie sanders campaign funding	bernie sanders campaign funding	1098	election.candidate.highconf:bernie sanders|||election.campaign:campaign|||election.Campaign.Fund:funding	3	election.candidate.highconf=E0;election.campaign=C0	CandidateCampain
bernie sanders career history	[election.candidatehistory] bernie sanders	31	bernie sanders career history	bernie sanders career history	1099	election.candidate.highconf:bernie sanders|||election.candidatehistory:career history	3	election.candidate.highconf=E0	Candidate
bernie sanders for president	bernie sanders	31	bernie sanders for president	bernie sanders for president	1100	election.candidate:bernie sanders	3		CandidateList
bernie sanders for president of the united states of america	[election.national] bernie sanders	31	bernie sanders for president of the united states of america	bernie sanders for president of the united states of america	1101	election.candidate:bernie sanders|||election.national:united states of america	3	election.national=E0	CandidateList
bernie sanders issues on abortion	abortion bernie sanders	31	bernie sanders issues on abortion	bernie sanders issues on abortion	1102	election.candidate:bernie sanders|||election.bpiissue:on abortion	3		CandidateView
bernie sanders on twitter	bernie sanders	31	bernie sanders on twitter	bernie sanders on twitter	1103	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateNavigational
bernie sanders political viewpoints	bernie sanders	31	bernie sanders political viewpoints	bernie sanders political viewpoints	1104	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateView
bernie sanders president	bernie sanders	31	bernie sanders president	bernie sanders president	1105	election.candidate:bernie sanders	3		Candidate
bernie sanders presidential campaign donation	[election.Campaign.Fund] [election.campaign]	31	bernie sanders presidential campaign donation	bernie sanders presidential campaign donation	1106	election.campaign:campaign|||election.Campaign.Fund:donation	3	election.campaign=C0	CandidateCampain
bernie sanders speech schedule	bernie sanders	31	bernie sanders speech schedule	bernie sanders speech schedule	1107	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	ElectionSchedule
bernie sanders views	bernie sanders	31	bernie sanders views	bernie sanders views	1108	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateView
bernie sanders views on environment	bernie sanders environment	31	bernie sanders views on environment	bernie sanders views on environment	1109	election.candidate:bernie sanders|||election.bpiissue:on environment	3		CandidateView
bernie sanders voting record on abortion	abortion bernie sanders	31	bernie sanders voting record on abortion	bernie sanders voting record on abortion	1110	election.candidate:bernie sanders|||election.bpiissue:on abortion	3		CandidateView
bernie sanders vs donald trump	bernie sanders donald trump	31	bernie sanders vs donald trump	bernie sanders vs donald trump	1111	election.candidate:bernie sanders|||election.candidate.highconf:donald trump	3	election.candidate.highconf=E0	CandidateCompare
bernie sandersd	bernie sanders	31	bernie sandersd	bernie sandersd	1112	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateGeneral
bernie sandres	bernie sanders	31	bernie sandres	bernie sandres	1113	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateGeneral
bernie saunders for president	bernie sanders	31	bernie saunders for president	bernie saunders for president	1114	election.candidate:bernie sanders	3		CandidateList
bernoe sanders	bernie sanders	31	bernoe sanders	bernoe sanders	1115	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateGeneral
berrnie sanders	bernie sanders	31	berrnie sanders	berrnie sanders	1116	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateGeneral
betnie sandwrs	bernie sanders	31	betnie sandwrs	betnie sandwrs	1117	election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateGeneral
bio jeb bush	[election.candidatehistory] jeb bush	31	bio jeb bush	bio jeb bush	1118	election.candidatehistory:bio|||election.candidate.highconf:jeb bush	3	election.candidate.highconf=E0	Candidate
bio of carly fiorina	[election.candidatehistory] carly fiorina	31	bio of carly fiorina	bio of carly fiorina	1119	election.candidatehistory:bio|||election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateBio
bio of lindsey graham	[election.candidatehistory] lindsey graham	31	bio of lindsey graham	bio of lindsey graham	1120	election.candidatehistory:bio|||election.candidate.highconf:lindsey graham	3	election.candidate.highconf=E0	CandidateBio
bio of rick santorum	[election.candidatehistory] rick santorum	31	bio of rick santorum	bio of rick santorum	1121	election.candidatehistory:bio|||election.candidate.highconf:rick santorum	3	election.candidate.highconf=E0	CandidateBio
bio on dr ben carson	[election.candidatehistory] ben carson	31	bio on dr ben carson	bio on dr ben carson	1122	election.candidatehistory:bio|||election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	CandidateBio
bio on john kasich	[election.candidatehistory] john kasich	31	bio on john kasich	bio on john kasich	1123	election.candidatehistory:bio|||election.candidate.highconf:john kasich	3	election.candidate.highconf=E0	CandidateBio
bio on mike huckabee	[election.candidatehistory] mike huckabee	31	bio on mike huckabee	bio on mike huckabee	1124	election.candidatehistory:bio|||election.candidate.highconf:mike huckabee	3	election.candidate.highconf=E0	CandidateBio
biography of ben carson	[election.candidatehistory] ben carson	31	biography of ben carson	biography of ben carson	1125	election.candidatehistory:biography|||election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	CandidateBio
biography on bernie sanders	[election.candidatehistory] bernie sanders	31	biography on bernie sanders	biography on bernie sanders	1126	election.candidatehistory:biography|||election.candidate.highconf:bernie sanders	3	election.candidate.highconf=E0	CandidateBio
biography ted cruz	[election.candidatehistory] ted cruz	31	biography ted cruz	biography ted cruz	1127	election.candidatehistory:biography|||election.candidate.highconf:ted cruz	3	election.candidate.highconf=E0	CandidateBio
bobbie jindle	bobby	31	bobbie jindle	bobbie jindle	1128	election.candidate.highconf:bobby	3	election.candidate.highconf=E0	CandidateGeneral
campaign 2016 republicans	[election.campaign]	31	campaign 2016 republicans	campaign 2016 republicans	1129	election.campaign:campaign	3	election.campaign=C0	CandidateCampain
candidate 2016		31	candidate 2016	candidate 2016	1130		3		CandidateList
candidate election 2016		31	candidate election 2016	candidate election 2016	1131		3		CandidateList
candidate for president		31	candidate for president	candidate for president	1132		3		CandidateList
candidates for 2016		31	candidates for 2016	candidates for 2016	1133		3		CandidateList
candidates for 2016 presidential race		31	candidates for 2016 presidential race	candidates for 2016 presidential race	1134		3		CandidateList
candidates for president		31	candidates for president	candidates for president	1135		3		CandidateList
candidates for president 2016 democrat	democratic	31	candidates for president 2016 democrat	candidates for president 2016 democrat	1136	election.party:democratic	3	election.party=E0	CandidateList
candidates for president of the united states	[election.national]	31	candidates for president of the united states	candidates for president of the united states	1137	election.national:united states	3	election.national=E0	CandidateList
candidates for president republican	republican	31	candidates for president republican	candidates for president republican	1138	election.party:republican	3	election.party=E0	CandidateList
candidates for us president	[election.national]	31	candidates for us president	candidates for us president	1139	election.national:us	3	election.national=E0	CandidateList
candidates of the republican party	republican	31	candidates of the republican party	candidates of the republican party	1140	election.party:republican	3	election.party=E0	CandidateList
candidates of the republican party 2016	republican	31	candidates of the republican party 2016	candidates of the republican party 2016	1141	election.party:republican	3	election.party=E0	CandidateList
candidates republican 2016	republican	31	candidates republican 2016	candidates republican 2016	1142	election.party:republican	3	election.party=E0	CandidateList
candidates running for election		31	candidates running for election	candidates running for election	1143		3		CandidateList
canidates for the 2016 election		31	canidates for the 2016 election	canidates for the 2016 election	1144		3		CandidateList
carla farina	carly fiorina	31	carla farina	carla farina	1145	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carla fiorini	carly fiorina	31	carla fiorini	carla fiorini	1146	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carla forina	carly fiorina	31	carla forina	carla forina	1147	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carley farina	carly fiorina	31	carley farina	carley farina	1148	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carley fiorina hp	carly fiorina	31	carley fiorina hp	carley fiorina hp	1149	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carley florina	carly fiorina	31	carley florina	carley florina	1150	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carli fiorna	carly fiorina	31	carli fiorna	carli fiorna	1151	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carlie florina	carly fiorina	31	carlie florina	carlie florina	1152	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carlson ben	ben carson	31	carlson ben	carlson ben	1153	election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	CandidateGeneral
carly fionia	carly fiorina	31	carly fionia	carly fionia	1154	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carly fioriana	carly fiorina	31	carly fioriana	carly fioriana	1155	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carly fiorina biographical information	[election.candidatehistory] carly fiorina	31	carly fiorina biographical information	carly fiorina biographical information	1156	election.candidate.highconf:carly fiorina|||election.candidatehistory:biographical information	3	election.candidate.highconf=E0	CandidateBio
carly fiorina campaign manager	[election.Campaign.Manager] [election.campaign] carly fiorina	31	carly fiorina campaign manager	carly fiorina campaign manager	1157	election.candidate.highconf:carly fiorina|||election.campaign:campaign|||election.Campaign.Manager:manager	3	election.candidate.highconf=E0;election.campaign=C0	CandidateCampain
carly fiorina illegal immigration	carly fiorina immigration	31	carly fiorina illegal immigration	carly fiorina illegal immigration	1158	election.candidate:carly fiorina|||election.bpiissue:on immigration	3		CandidateView
carly fiorina on abortion	abortion carly fiorina	31	carly fiorina on abortion	carly fiorina on abortion	1159	election.candidate:carly fiorina|||election.bpiissue:on abortion	3		CandidateView
carly fiorina on environment	carly fiorina environment	31	carly fiorina on environment	carly fiorina on environment	1160	election.candidate:carly fiorina|||election.bpiissue:on environment	3		CandidateView
carly fiorina view on immigration	carly fiorina immigration	31	carly fiorina view on immigration	carly fiorina view on immigration	1161	election.candidate:carly fiorina|||election.bpiissue:immigration	3		CandidateView
carly fiorina views	carly fiorina	31	carly fiorina views	carly fiorina views	1162	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateView
carly firorina	carly fiorina	31	carly firorina	carly firorina	1163	election.candidate.highconf:carly fiorina	3	election.candidate.highconf=E0	CandidateGeneral
carly florina for president	carly fiorina	31	carly florina for president	carly florina for president	1164	election.candidate:carly fiorina	3		CandidateList
carson ben	ben carson	31	carson ben	carson ben	1165	election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	CandidateGeneral
carson gun control	ben carson gun control	31	carson gun control	carson gun control	1166	election.candidate.highconf:ben carson|||election.bpiissue:gun control	3	election.candidate.highconf=E0	CandidateView
carson views	ben carson	31	carson views	carson views	1167	election.candidate.highconf:ben carson	3	election.candidate.highconf=E0	CandidateView
carson vs trump	ben carson donald trump	31	carson vs trump	carson vs trump	1168	election.candidate.highconf:ben carson|||election.candidate:donald trump	3	election.candidate.highconf=E0	CandidateCompare
chris christe for president	chris christie	31	chris christe for president	chris christe for president	1169	election.candidate:chris christie	3		CandidateList
chris christi	chris christie	31	chris christi	chris christi	1170	election.candidate.highconf:chris christie	3	election.candidate.highconf=E0	CandidateGeneral
chris christie	chris christie	31	chris christie	chris christie	1171	election.candidate.highconf:chris christie	3	election.candidate.highconf=E0	CandidateGeneral
chris christie biographical information	[election.candidatehistory] chris christie	31	chris christie biographical information	chris christie biographical information	1172	election.candidate.highconf:chris christie|||election.candidatehistory:biographical information	3	election.candidate.highconf=E0	CandidateBio
chris christie democrat or republican	chris christie democratic democratic or	31	chris christie democrat or republican	chris christie democrat or republican	1173	election.candidate:chris christie|||election.party:democratic|||StayWords:or|||election.party:republican	3	StayWords=E0;election.party=E1	Candidate
chris christie for president	chris christie	31	chris christie for president	chris christie for president	1174	election.candidate:chris christie	3		CandidateList
chris christie health care	chris christie health care	31	chris christie health care	chris christie health care	1175	election.candidate:chris christie|||election.bpiissue:health care	3		CandidateView
chris christie political experience	[election.candidatehistory] chris christie	31	chris christie political experience	chris christie political experience	1176	election.candidate.highconf:chris christie|||election.candidatehistory:political experience	3	election.candidate.highconf=E0	Candidate
chris christie president 2016	chris christie	31	chris christie president 2016	chris christie president 2016	1177	election.candidate:chris christie	3		Candidate
chris cristie	chris christie	31	chris cristie	chris cristie	1178	election.candidate.highconf:chris christie	3	election.candidate.highconf=E0	CandidateGeneral
christie for president	chris christie	31	christie for president	christie for president	1179	election.candidate:chris christie	3		CandidateList
clinton campaign jobs	[election.campaign] hillary clinton	31	clinton campaign jobs	clinton campaign jobs	1180	election.candidate.highconf:hillary clinton|||election.campaign:campaign	3	election.candidate.highconf=E0;election.campaign=C0	CandidateCampain
clinton stance on immigration	hillary clinton immigration	31	clinton stance on immigration	clinton stance on immigration	1181	election.candidate:hillary clinton|||election.bpiissue:immigration	3		CandidateView
colorado primary election date 2016	[election.primary] colorado	31	colorado primary election date 2016	colorado primary election date 2016	1182	location.state:colorado|||election.primary:primary	3	location.state=E0;election.primary=C0	CandidateList
compare 2016 gop presidential candidates	republican	31	compare 2016 gop presidential candidates	compare 2016 gop presidential candidates	1183	election.party:republican	3	election.party=E0	CandidateCompare
compare presidential candidates 2016		31	compare presidential candidates 2016	compare presidential candidates 2016	1184		3		CandidateCompare
compare republican candidates for president	republican	31	compare republican candidates for president	compare republican candidates for president	1185	election.party:republican	3	election.party=E0	CandidateCompare
comparison of democratic candidates	democratic	31	comparison of democratic candidates	comparison of democratic candidates	1186	election.party:democratic	3	election.party=E0	CandidateCompare
comparison of republican candidates	republican	31	comparison of republican candidates	comparison of republican candidates	1187	election.party:republican	3	election.party=E0	CandidateCompare
comparison republican candidates 2016	republican	31	comparison republican candidates 2016	comparison republican candidates 2016	1188	election.party:republican	3	election.party=E0	CandidateCompare
confirmed 2016 presidential candidates		31	confirmed 2016 presidential candidates	confirmed 2016 presidential candidates	1189		3		CandidateList
conservative presidential candidates 2016		31	conservative presidential candidates 2016	conservative presidential candidates 2016	1190		3		CandidateList
conservative ratings of presidential candidates		31	conservative ratings of presidential candidates	conservative ratings of presidential candidates	1191		3		CandidateList
countdown to presidential election		31	countdown to presidential election	countdown to presidential election	1192		3		ElectionGeneral
cruz campaign	ted cruz	31	cruz campaign	cruz campaign	1193	election.candidate.highconf:ted cruz	3	election.candidate.highconf=E0	CandidateCampain
cruz on abortion	abortion ted cruz	31	cruz on abortion	cruz on abortion	1194	election.candidate:ted cruz|||election.bpiissue:on abortion	3		CandidateView
ct primary elections	[election.primary] ct	31	ct primary elections	ct primary elections	1195	location.state:ct|||election.primary:primary	3	location.state=E0;election.primary=C0	CandidateList
current declared presidential candidates		31	current declared presidential candidates	current declared presidential candidates	1196		3		CandidateList
current democrat candidates for president	democratic	31	current democrat candidates for president	current democrat candidates for president	1197	election.party:democratic	3	election.party=E0	CandidateList
current gop candidates for president	republican	31	current gop candidates for president	current gop candidates for president	1198	election.party:republican	3	election.party=E0	CandidateList
