ben carson gun control stance	ben carson gun control stance	[election.candidate] [election.bpiissue] [election.views]	candidate.bpi	[election.candidate]|||[election.bpiissue]|||[election.views]	ben carson|||gun control|||stance
ben carson lgbt	ben carson lgbt	[election.candidate] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.bpiissue]	ben carson|||lgbt
ben carson on abortion	ben carson on abortion	[election.candidate] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.bpiissue]	ben carson|||on abortion
ben carson on gun	ben carson on gun	[election.candidate] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.bpiissue]	ben carson|||on gun
ben carson on illegal immigration	ben carson on illegal immigration	[election.candidate] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.bpiissue]	ben carson|||on illegal immigration
ben carson political position	ben carson political position	[election.candidate.highconf] [election.views]	candidate.bpi	[election.candidate.highconf]|||[election.views]	ben carson|||political position
ben carson position on immigration	ben carson position on immigration	[election.candidate] [election.views] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.views]|||[election.bpiissue]	ben carson|||position|||on immigration
ben carson president 2016	ben carson president 2016	[election.candidate] [election.presidential] [election.date]	primary.multipleprimaries	[election.candidate]|||[election.presidential]|||[election.date]	ben carson|||president|||2016
ben carson s biography	ben carson s biography	[election.candidate.highconf] [election.candidatehistory]	candidate.timeline	[election.candidate.highconf]|||[election.candidatehistory]	ben carson s|||biography
ben carson s political views	ben carson s political views	[election.candidate.highconf] [election.views]	candidate.bpi	[election.candidate.highconf]|||[election.views]	ben carson s|||political views
ben carson s views on immigration	ben carson s views on immigration	[election.candidate] [election.views] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.views]|||[election.bpiissue]	ben carson s|||views on|||immigration
ben carson stand on gun control	ben carson stand on gun control	[election.candidate] [election.views] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.views]|||[election.bpiissue]	ben carson|||stand on|||gun control
ben carson views on education	ben carson views on education	[election.candidate] [election.views] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.views]|||[election.bpiissue]	ben carson|||views on|||education
ben carsons view on abortion	ben carsons view on abortion	[election.candidate] [election.views] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.views]|||[election.bpiissue]	ben carson s|||view on|||abortion
ben neurosurgeon	ben neurosurgeon	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	ben neurosurgeon
bencarson campaign	bencarson campaign	[people.person] [film.film]	film.film	[people.person]|||[film.film]	ben carson|||campaign
benjamin solomon carson	benjamin solomon carson	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	benjamin solomon carson
berbie sanders	berbie sanders	[film.film] [people.person]	film.film	[film.film]|||[people.person]	bernie|||sanders
bernard bernie sanders	bernard bernie sanders	[people.person] [film.film] [people.person]	film.film	[people.person]|||[film.film]|||[people.person]	bernard|||bernie|||sanders
bernard sanders	bernard sanders	[film.film] [people.person]	film.film	[film.film]|||[people.person]	bernie|||sanders
bernie anders	bernie anders	[film.film] [people.person]	film.film	[film.film]|||[people.person]	bernie|||sanders
bernie campaign	bernie campaign	[election.candidate] [election.campaign]	candidate.infopage	[election.candidate]|||[election.campaign]	bernie|||campaign
bernie sand	bernie sand	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	bernie sand
bernie sanders	bernie sanders	[film.film] [people.person]	film.film	[film.film]|||[people.person]	bernie|||sanders
bernie sanders and public education	bernie sanders and public education	[election.candidate] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.bpiissue]	bernie sanders|||public education
bernie sanders campaign contributions	bernie sanders campaign contributions	[election.candidate.highconf] [election.campaign] [contributions]	candidate.infopage	[election.candidate.highconf]|||[election.campaign]|||[contributions]	bernie sanders|||campaign|||contributions
bernie sanders campaign donations	bernie sanders campaign donations	[election.candidate.highconf] [election.campaign] [donations]	candidate.infopage	[election.candidate.highconf]|||[election.campaign]|||[donations]	bernie sanders|||campaign|||donations
bernie sanders campaign events	bernie sanders campaign events	[election.candidate.highconf] [election.campaign] [events]	candidate.infopage	[election.candidate.highconf]|||[election.campaign]|||[events]	bernie sanders|||campaign|||events
bernie sanders campaign fund	bernie sanders campaign fund	[election.candidate.highconf] [election.campaign] [fund]	candidate.infopage	[election.candidate.highconf]|||[election.campaign]|||[fund]	bernie sanders|||campaign|||fund
bernie sanders campaign funding	bernie sanders campaign funding	[election.candidate.highconf] [election.campaign] [funding]	candidate.infopage	[election.candidate.highconf]|||[election.campaign]|||[funding]	bernie sanders|||campaign|||funding
bernie sanders career history	bernie sanders career history	[election.candidate.highconf] [election.candidatehistory]	candidate.timeline	[election.candidate.highconf]|||[election.candidatehistory]	bernie sanders|||career history
bernie sanders for president	bernie sanders for president	[election.candidate] [for] [election.presidential]	primary.multipleprimaries	[election.candidate]|||[for]|||[election.presidential]	bernie sanders|||for|||president
bernie sanders for president of the united states of america	bernie sanders for president of the united states of america	[election.candidate] [for] [election.presidential] [election.national]	primary.multipleprimaries	[election.candidate]|||[for]|||[election.presidential]|||[election.national]	bernie sanders|||for|||president|||united states of america
bernie sanders issues on abortion	bernie sanders issues on abortion	[election.candidate] [election.issueword] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.issueword]|||[election.bpiissue]	bernie sanders|||issues|||on abortion
bernie sanders on twitter	bernie sanders on twitter	[election.candidate.highconf] [on] [election.twitter]	candidate.socialgraph	[election.candidate.highconf]|||[on]|||[election.twitter]	bernie sanders|||on|||twitter
bernie sanders political viewpoints	bernie sanders political viewpoints	[election.candidate.highconf] [election.views]	candidate.bpi	[election.candidate.highconf]|||[election.views]	bernie sanders|||political viewpoints
bernie sanders president	bernie sanders president	[election.candidate] [election.presidential]	primary.multipleprimaries	[election.candidate]|||[election.presidential]	bernie sanders|||president
bernie sanders presidential campaign donation	bernie sanders presidential campaign donation	[election.candidate] [election.presidential] [election.campaign] [donation]	candidate.infopage	[election.candidate]|||[election.presidential]|||[election.campaign]|||[donation]	bernie sanders|||presidential|||campaign|||donation
bernie sanders speech schedule	bernie sanders speech schedule	[election.candidate.highconf] [speech] [election.timelineword]	candidate.timeline	[election.candidate.highconf]|||[speech]|||[election.timelineword]	bernie sanders|||speech|||schedule
bernie sanders views	bernie sanders views	[election.candidate.highconf] [election.views]	candidate.bpi	[election.candidate.highconf]|||[election.views]	bernie sanders|||views
bernie sanders views on environment	bernie sanders views on environment	[election.candidate] [election.views] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.views]|||[election.bpiissue]	bernie sanders|||views on|||environment
bernie sanders voting record on abortion	bernie sanders voting record on abortion	[election.candidate] [election.voting] [record] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.voting]|||[record]|||[election.bpiissue]	bernie sanders|||voting|||record|||on abortion
bernie sanders vs donald trump	bernie sanders vs donald trump	[election.candidate] [election.compare] [election.candidate.highconf]	bpihome	[election.candidate]|||[election.compare]|||[election.candidate.highconf]	bernie sanders|||vs|||donald trump
bernie sandersd	bernie sandersd	[film.film] [people.person]	film.film	[film.film]|||[people.person]	bernie|||sanders
bernie sandres	bernie sandres	[film.film] [people.person]	film.film	[film.film]|||[people.person]	bernie|||sanders
bernie saunders for president	bernie saunders for president	[election.candidate] [for] [election.presidential]	primary.multipleprimaries	[election.candidate]|||[for]|||[election.presidential]	bernie sanders|||for|||president
bernoe sanders	bernoe sanders	[film.film] [people.person]	film.film	[film.film]|||[people.person]	bernie|||sanders
berrnie sanders	berrnie sanders	[film.film] [people.person]	film.film	[film.film]|||[people.person]	bernie|||sanders
betnie sandwrs	betnie sandwrs	[film.film] [people.person]	film.film	[film.film]|||[people.person]	bernie|||sanders
bio jeb bush	bio jeb bush	[election.candidatehistory] [election.candidate.highconf]	candidate.timeline	[election.candidatehistory]|||[election.candidate.highconf]	bio|||jeb bush
bio of carly fiorina	bio of carly fiorina	[election.candidatehistory] [election.candidate.highconf]	candidate.timeline	[election.candidatehistory]|||[election.candidate.highconf]	bio|||carly fiorina
bio of lindsey graham	bio of lindsey graham	[election.candidatehistory] [election.candidate.highconf]	candidate.timeline	[election.candidatehistory]|||[election.candidate.highconf]	bio|||lindsey graham
bio of rick santorum	bio of rick santorum	[election.candidatehistory] [election.candidate.highconf]	candidate.timeline	[election.candidatehistory]|||[election.candidate.highconf]	bio|||rick santorum
bio on dr ben carson	bio on dr ben carson	[election.candidatehistory] [on] [election.candidate.highconf]	candidate.timeline	[election.candidatehistory]|||[on]|||[election.candidate.highconf]	bio|||on|||dr ben carson
bio on john kasich	bio on john kasich	[election.candidatehistory] [on] [election.candidate.highconf]	candidate.timeline	[election.candidatehistory]|||[on]|||[election.candidate.highconf]	bio|||on|||john kasich
bio on mike huckabee	bio on mike huckabee	[election.candidatehistory] [on] [election.candidate.highconf]	candidate.timeline	[election.candidatehistory]|||[on]|||[election.candidate.highconf]	bio|||on|||mike huckabee
biography of ben carson	biography of ben carson	[election.candidatehistory] [election.candidate.highconf]	candidate.timeline	[election.candidatehistory]|||[election.candidate.highconf]	biography|||ben carson
biography on bernie sanders	biography on bernie sanders	[election.candidatehistory] [election.candidate.highconf]	candidate.timeline	[election.candidatehistory]|||[election.candidate.highconf]	biography|||bernie sanders
biography ted cruz	biography ted cruz	[election.candidatehistory] [election.candidate.highconf]	candidate.timeline	[election.candidatehistory]|||[election.candidate.highconf]	biography|||ted cruz
bobbie jindle	bobbie jindle	[film.film] [people.person]	film.film	[film.film]|||[people.person]	bobby|||jindal
campaign 2016 republicans	campaign 2016 republicans	[election.campaign] [election.date] [election.party]	homepage	[election.campaign]|||[election.date]|||[election.party]	campaign|||2016|||republicans
candidate 2016	candidate 2016	[election.candidateword] [election.date]	homepage	[election.candidateword]|||[election.date]	candidate|||2016
candidate election 2016	candidate election 2016	[election.candidateword] [election.election] [election.date]	homepage	[election.candidateword]|||[election.election]|||[election.date]	candidate|||election|||2016
candidate for president	candidate for president	[election.candidateword] [for] [election.presidential]	homepage	[election.candidateword]|||[for]|||[election.presidential]	candidate|||for|||president
candidates for 2016	candidates for 2016	[election.candidateword] [for] [election.date]	homepage	[election.candidateword]|||[for]|||[election.date]	candidates|||for|||2016
candidates for 2016 presidential race	candidates for 2016 presidential race	[election.candidateword] [for] [election.date] [election.presidential] [election.race]	homepage	[election.candidateword]|||[for]|||[election.date]|||[election.presidential]|||[election.race]	candidates|||for|||2016|||presidential|||race
candidates for president	candidates for president	[election.candidateword] [for] [election.presidential]	homepage	[election.candidateword]|||[for]|||[election.presidential]	candidates|||for|||president
candidates for president 2016 democrat	candidates for president 2016 democrat	[election.candidateword] [for] [election.presidential] [election.date] [election.party]	homepage	[election.candidateword]|||[for]|||[election.presidential]|||[election.date]|||[election.party]	candidates|||for|||president|||2016|||democrat
candidates for president of the united states	candidates for president of the united states	[election.candidateword] [for] [election.presidential] [of] [election.national]	homepage	[election.candidateword]|||[for]|||[election.presidential]|||[of]|||[election.national]	candidates|||for|||president|||of|||united states
candidates for president republican	candidates for president republican	[election.candidateword] [for] [election.presidential] [election.party]	homepage	[election.candidateword]|||[for]|||[election.presidential]|||[election.party]	candidates|||for|||president|||republican
candidates for us president	candidates for us president	[election.candidateword] [for] [election.national] [election.presidential]	homepage	[election.candidateword]|||[for]|||[election.national]|||[election.presidential]	candidates|||for|||us|||president
candidates of the republican party	candidates of the republican party	[election.candidateword] [of] [the] [election.party] [party]	homepage	[election.candidateword]|||[of]|||[the]|||[election.party]|||[party]	candidates|||of|||the|||republican|||party
candidates of the republican party 2016	candidates of the republican party 2016	[election.candidateword] [of] [the] [election.party] [party] [election.date]	homepage	[election.candidateword]|||[of]|||[the]|||[election.party]|||[party]|||[election.date]	candidates|||of|||the|||republican|||party|||2016
candidates republican 2016	candidates republican 2016	[election.candidateword] [election.party] [election.date]	homepage	[election.candidateword]|||[election.party]|||[election.date]	candidates|||republican|||2016
candidates running for election	candidates running for election	[election.candidateword] [election.race] [for] [election.election]	homepage	[election.candidateword]|||[election.race]|||[for]|||[election.election]	candidates|||running|||for|||election
canidates for the 2016 election	canidates for the 2016 election	[election.candidateword] [for] [election.date] [election.election]	homepage	[election.candidateword]|||[for]|||[election.date]|||[election.election]	candidates|||for|||2016|||election
carla farina	carla farina	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carly fiorina
carla fiorini	carla fiorini	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carly fiorina
carla forina	carla forina	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carly fiorina
carley farina	carley farina	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carly fiorina
carley fiorina hp	carley fiorina hp	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carley fiorina hp
carley florina	carley florina	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carly fiorina
carli fiorna	carli fiorna	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carly fiorina
carlie florina	carlie florina	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carly fiorina
carlson ben	carlson ben	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carlson ben
carly fionia	carly fionia	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carly fiorina
carly fioriana	carly fioriana	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carly fiorina
carly fiorina biographical information	carly fiorina biographical information	[election.candidate.highconf] [election.candidatehistory]	candidate.timeline	[election.candidate.highconf]|||[election.candidatehistory]	carly fiorina|||biographical information
carly fiorina campaign manager	carly fiorina campaign manager	[election.candidate.highconf] [election.campaign] [manager]	candidate.infopage	[election.candidate.highconf]|||[election.campaign]|||[manager]	carly fiorina|||campaign|||manager
carly fiorina illegal immigration	carly fiorina illegal immigration	[election.candidate] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.bpiissue]	carly fiorina|||illegal immigration
carly fiorina on abortion	carly fiorina on abortion	[election.candidate] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.bpiissue]	carly fiorina|||on abortion
carly fiorina on environment	carly fiorina on environment	[election.candidate] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.bpiissue]	carly fiorina|||on environment
carly fiorina view on immigration	carly fiorina view on immigration	[election.candidate] [election.views] [election.bpiissue]	candidate.bpi	[election.candidate]|||[election.views]|||[election.bpiissue]	carly fiorina|||view on|||immigration
carly fiorina views	carly fiorina views	[election.candidate.highconf] [election.views]	candidate.bpi	[election.candidate.highconf]|||[election.views]	carly fiorina|||views
carly firorina	carly firorina	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carly fiorina
carly florina for president	carly florina for president	[election.candidate] [for] [election.presidential]	primary.multipleprimaries	[election.candidate]|||[for]|||[election.presidential]	carly fiorina|||for|||president
carson ben	carson ben	[election.candidate.highconf]	primary.multipleprimaries	[election.candidate.highconf]	carson ben
carson gun control	carson gun control	[election.candidate.highconf] [election.bpiissue]	candidate.bpi	[election.candidate.highconf]|||[election.bpiissue]	carson|||gun control
carson views	carson views	[election.candidate.highconf] [election.views]	candidate.bpi	[election.candidate.highconf]|||[election.views]	carson|||views
carson vs trump	carson vs trump	[election.candidate.highconf] [election.compare] [election.candidate]	bpihome	[election.candidate.highconf]|||[election.compare]|||[election.candidate]	carson|||vs|||trump
